table,lev,time,kuski
77,22,"40,45",pajen
77,23,"47,29",Jokke
77,24,"57,14",swos
77,25,"24,88",Jeppe
77,26,"24,23",MadMan
77,27,"36,45",Janne
77,28,"52,81",pajen
77,29,"47,99",pajen
77,30,"33,50",ZiuteK
77,31,"1:22,28",Eliaz
77,32,"43,67",Jeppe
77,33,"1:07,04",dz
77,34,"37,93",Mick
77,35,"2:31,87",Stene
77,36,"1:00,82",Jokke
77,37,"58,10",YeeS
77,38,"33,06",mr
77,39,"44,31",dz
77,40,"1:27,82",YeeS
77,41,"39,98",YeeS
77,42,"50,49",Jokke
77,43,"59,57",MadMan
77,44,"15,32",Karlis
77,45,"32,99",Jeppe
77,46,"1:03,59",pajen
77,47,"20,29",Mick
77,48,"49,36",pajen
77,49,"42,12",Jokke
77,50,"57,74",psy
77,51,"53,12",dz
77,52,"25,90",mr
77,53,"18,07",elg
77,54,"1:51,11",psy
78,1,"14,18",Jeppe
78,2,"16,74",Jeppe
78,3,"19,39",Bob
78,4,"30,60",Mick
78,5,"21,67",mengerle
78,6,"32,28",freak
78,7,"34,95",TheGepi
78,8,"21,78",Jeppe
78,9,"1:01,64",Jeppe
78,10,"12,51",MGen
78,11,"25,71",psy
78,12,"22,43",Jeppe
78,13,"17,16",Jeppe
78,14,"18,14",Tibity
78,15,"1:04,79",Jokke
78,16,"1:30,99",pajen
78,17,"55,88",MGen
78,18,"45,66","ZiuteK [FRC]"
78,19,"38,82",pajen
78,20,"1:05,05",Tisk
78,21,"14,88",Jeppe
78,22,"40,31",dz
78,23,"47,29",Jokke
78,24,"57,14",swos
78,25,"24,88",Jeppe
78,26,"24,23",MadMan
78,27,"36,45",Janne
78,28,"52,81",pajen
78,29,"47,99",pajen
78,30,"33,50",ZiuteK
78,31,"1:22,28",Eliaz
78,32,"43,67",Jeppe
78,33,"1:07,04",dz
78,34,"37,69",Mick
78,35,"2:31,87",Stene
78,36,"1:00,70",MadMan
78,37,"57,39",Jeppe
78,38,"33,06",mr
78,39,"44,31",dz
78,40,"1:27,82",YeeS
78,41,"39,98",YeeS
78,42,"50,40",Jeppe
78,43,"59,38",dz
78,44,"15,32",Karlis
78,45,"32,97",Jeppe
78,46,"1:03,43",mr
78,47,"20,29",Mick
78,48,"49,36",pajen
78,49,"42,12",Jokke
78,50,"57,74",psy
78,51,"53,02",Jokke
78,52,"25,90",mr
78,53,"18,07",elg
78,54,"1:51,11",psy
79,1,"14,18",Jeppe
79,2,"16,74",Jeppe
79,3,"19,39",Bob
79,4,"30,60",Mick
79,5,"21,67",mengerle
79,6,"32,28",freak
79,7,"34,95",TheGepi
79,8,"21,78",Jeppe
79,9,"1:01,64",Jeppe
79,10,"12,51",MGen
79,11,"25,71",psy
79,12,"22,33",TomCat
79,13,"17,16",Jeppe
79,14,"18,14",Tibity
79,15,"1:04,79",Jokke
79,16,"1:30,99",pajen
79,17,"55,88",MGen
79,18,"45,66","ZiuteK [FRC]"
79,19,"38,82",pajen
79,20,"1:05,05",Tisk
79,21,"14,88",Jeppe
79,22,"40,31",dz
79,23,"47,29",Jokke
79,24,"57,14",swos
79,25,"24,88",Jeppe
79,26,"24,23",MadMan
79,27,"36,45",Janne
79,28,"52,81",pajen
79,29,"47,99",pajen
79,30,"33,50",ZiuteK
79,31,"1:22,28",Eliaz
79,32,"43,67",Jeppe
79,33,"1:07,04",dz
79,34,"37,69",Mick
79,35,"2:31,87",Stene
79,36,"1:00,70",MadMan
79,37,"57,39",Jeppe
79,38,"33,06",mr
79,39,"44,31",dz
79,40,"1:27,82",YeeS
79,41,"39,98",YeeS
79,42,"50,40",Jeppe
79,43,"59,38",dz
79,44,"15,32",Karlis
79,45,"32,97",Jeppe
79,46,"1:03,43",mr
79,47,"20,29",Mick
79,48,"49,36",pajen
79,49,"42,12",Jokke
79,50,"57,74",psy
79,51,"50,78",slix
79,52,"25,90",mr
79,53,"18,07",elg
79,54,"1:51,11",psy
80,1,"14,18",Jeppe
80,2,"16,74",Jeppe
80,3,"19,39",Bob
80,4,"30,60",Mick
80,5,"21,67",mengerle
80,6,"32,28",freak
80,7,"34,95",TheGepi
80,8,"21,78",Jeppe
80,9,"1:01,64",Jeppe
80,10,"12,51",MGen
80,11,"25,71",psy
80,12,"22,33",TomCat
80,13,"17,16",Jeppe
80,14,"18,14",Tibity
80,15,"1:03,51",pajen
80,16,"1:30,99",pajen
80,17,"55,88",MGen
80,18,"45,66","ZiuteK [FRC]"
80,19,"38,82",pajen
80,20,"1:05,05",Tisk
80,21,"14,88",Jeppe
80,22,"40,31",dz
80,23,"47,29",Jokke
80,24,"57,14",swos
80,25,"24,88",Jeppe
80,26,"24,23",MadMan
80,27,"36,45",Janne
80,28,"52,81",pajen
80,29,"47,99",pajen
80,30,"33,50",ZiuteK
80,31,"1:22,28",Eliaz
80,32,"43,67",Jeppe
80,33,"1:07,04",dz
80,34,"37,69",Mick
80,35,"2:31,87",Stene
80,36,"1:00,70",MadMan
80,37,"57,39",Jeppe
80,38,"33,06",mr
80,39,"44,31",dz
80,40,"1:27,82",YeeS
80,41,"39,98",YeeS
80,42,"50,40",Jeppe
80,43,"59,11",MadMan
80,44,"15,32",Karlis
80,45,"32,97",Jeppe
80,46,"1:03,43",mr
80,47,"20,29",Mick
80,48,"49,36",pajen
80,49,"42,12",Jokke
80,50,"57,74",psy
80,51,"49,76",slix
80,52,"25,90",mr
80,53,"18,07",elg
80,54,"1:51,11",psy
81,1,"14,18",Jeppe
81,2,"16,74",Jeppe
81,3,"19,39",Bob
81,4,"30,60",Mick
81,5,"21,67",mengerle
81,6,"32,28",freak
81,7,"34,95",TheGepi
81,8,"21,78",Jeppe
81,9,"1:01,64",Jeppe
81,10,"12,51",MGen
81,11,"25,71",psy
81,12,"22,22",Jeppe
81,13,"17,07",Mika
81,14,"18,14",Tibity
81,15,"1:03,51",pajen
81,16,"1:30,99",pajen
81,17,"55,88",MGen
81,18,"45,60","ZiuteK [FRC]"
81,19,"38,82",pajen
81,20,"1:05,05",Tisk
81,21,"14,88",Jeppe
81,22,"40,31",dz
81,23,"47,29",Jokke
81,24,"57,14",swos
81,25,"24,88",Jeppe
81,26,"24,23",MadMan
81,27,"36,45",Janne
81,28,"52,81",pajen
81,29,"47,99",pajen
81,30,"33,38","ZiuteK [FRC]"
81,31,"1:22,28",Eliaz
81,32,"43,67",Jeppe
81,33,"1:07,04",dz
81,34,"37,69",Mick
81,35,"2:31,87",Stene
81,36,"1:00,70",MadMan
81,37,"57,39",Jeppe
81,38,"33,06",mr
81,39,"44,31",dz
81,40,"1:27,82",YeeS
81,41,"39,98",YeeS
81,42,"50,40",Jeppe
81,43,"59,11",MadMan
81,44,"15,32",Karlis
81,45,"32,95",Jeppe
81,46,"1:03,43",mr
81,47,"20,29",Mick
81,48,"49,36",pajen
81,49,"42,12",Jokke
81,50,"57,74",psy
81,51,"47,74",Mick
81,52,"25,90",mr
81,53,"17,92",Tibity
81,54,"1:42,64","IRK [CART]"
82,1,"14,18",Jeppe
82,2,"16,74",Jeppe
82,3,"19,39",Bob
82,4,"30,60",Mick
82,5,"21,67",mengerle
82,6,"32,28",freak
82,7,"34,95",TheGepi
82,8,"21,78",Jeppe
82,9,"1:01,64",Jeppe
82,10,"12,51",MGen
82,11,"25,71",psy
82,12,"21,96",TomCat
82,13,"17,07",Mika
82,14,"18,14",Tibity
82,15,"1:03,51",pajen
82,16,"1:30,99",pajen
82,17,"55,88",MGen
82,18,"45,43",kimitys
82,19,"38,82",pajen
82,20,"1:05,05",Tisk
82,21,"14,88",Jeppe
82,22,"40,31",dz
82,23,"47,29",Jokke
82,24,"57,14",swos
82,25,"24,88",Jeppe
82,26,"24,23",MadMan
82,27,"36,45",Janne
82,28,"52,81",pajen
82,29,"47,57",dz
82,30,"33,38","ZiuteK [FRC]"
82,31,"1:22,28",Eliaz
82,32,"43,67",Jeppe
82,33,"1:07,04",dz
82,34,"37,69",Mick
82,35,"2:31,87",Stene
82,36,"1:00,70",MadMan
82,37,"57,39",Jeppe
82,38,"33,06",mr
82,39,"44,31",dz
82,40,"1:27,82",YeeS
82,41,"39,98",YeeS
82,42,"50,40",Jeppe
82,43,"59,11",MadMan
82,44,"15,32",Karlis
82,45,"32,95",Jeppe
82,46,"1:03,43",mr
82,47,"20,29",Mick
82,48,"49,36",pajen
82,49,"41,70",ZeiZei
82,50,"57,74",psy
82,51,"46,02",MGen
82,52,"25,90",mr
82,53,"17,92",Tibity
82,54,"1:42,64","IRK [CART]"
83,1,"14,18",Jeppe
83,2,"16,74",Jeppe
83,3,"19,39",Bob
83,4,"30,58",TorInge
83,5,"21,67",mengerle
83,6,"32,28",freak
83,7,"34,95",TheGepi
83,8,"21,70",Mick
83,9,"1:01,64",Jeppe
83,10,"12,51",MGen
83,11,"25,71",psy
83,12,"21,96",TomCat
83,13,"17,07",Mika
83,14,"18,14",Tibity
83,15,"1:03,51",pajen
83,16,"1:30,99",pajen
83,17,"55,88",MGen
83,18,"45,43",kimitys
83,19,"38,82",pajen
83,20,"1:05,05",Tisk
83,21,"14,88",Jeppe
83,22,"40,31",dz
83,23,"47,29",Jokke
83,24,"56,99",MadMan
83,25,"24,88",Jeppe
83,26,"24,23",MadMan
83,27,"36,45",Janne
83,28,"52,81",pajen
83,29,"47,57",dz
83,30,"33,38","ZiuteK [FRC]"
83,31,"1:22,28",Eliaz
83,32,"43,67",Jeppe
83,33,"1:07,04",dz
83,34,"37,69",Mick
83,35,"2:31,61",zyntifox
83,36,"1:00,50",Jokke
83,37,"57,39",Jeppe
83,38,"33,06",mr
83,39,"44,25",Jeppe
83,40,"1:26,93",swos
83,41,"39,98",YeeS
83,42,"50,40",Jeppe
83,43,"59,11",MadMan
83,44,"12,97",milagros
83,45,"32,95",Jeppe
83,46,"1:02,56",zyntifox
83,47,"20,29",Mick
83,48,"49,36",pajen
83,49,"41,70",ZeiZei
83,50,"57,74",psy
83,51,"45,78",ZeiZei
83,52,"25,90",mr
83,53,"17,92",Tibity
83,54,"1:39,78",ciph
84,1,"14,18",Jeppe
84,2,"16,74",Jeppe
84,3,"19,39",Bob
84,4,"30,58",TorInge
84,5,"21,67",mengerle
84,6,"32,28",freak
84,7,"34,95",TheGepi
84,8,"21,70",Mick
84,9,"1:00,78",dz
84,10,"12,51",MGen
84,11,"25,71",psy
84,12,"21,85",MadMan
84,13,"16,95",zyntifox
84,14,"18,14",Tibity
84,15,"1:03,51",pajen
84,16,"1:30,99",pajen
84,17,"55,88",MGen
84,18,"45,43",kimitys
84,19,"38,82",pajen
84,20,"1:05,05",Tisk
84,21,"14,88",Jeppe
84,22,"40,31",dz
84,23,"47,29",Jokke
84,24,"56,20",dz
84,25,"24,88",Jeppe
84,26,"24,23",MadMan
84,27,"36,45",Janne
84,28,"52,81",pajen
84,29,"47,57",dz
84,30,"33,38","ZiuteK [FRC]"
84,31,"1:22,28",Eliaz
84,32,"43,67",Jeppe
84,33,"1:07,04",dz
84,34,"37,69",Mick
84,35,"2:31,61",zyntifox
84,36,"1:00,50",Jokke
84,37,"57,39",Jeppe
84,38,"33,06",mr
84,39,"44,25",Jeppe
84,40,"1:26,93",swos
84,41,"39,98",YeeS
84,42,"50,40",Jeppe
84,43,"59,11",MadMan
84,44,"12,44",milagros
84,45,"32,95",Jeppe
84,46,"1:02,56",zyntifox
84,47,"20,29",Mick
84,48,"49,36",pajen
84,49,"41,70",ZeiZei
84,50,"57,65",ZeiZei
84,51,"45,04",Cloud
84,52,"25,83",Janne
84,53,"17,92",Tibity
84,54,"1:39,78",ciph
85,1,"14,18",Jeppe
85,2,"16,72",Jeppe
85,3,"19,39",Bob
85,4,"30,58",TorInge
85,5,"21,67",mengerle
85,6,"32,28",freak
85,7,"34,95",TheGepi
85,8,"21,70",Mick
85,9,"1:00,78",dz
85,10,"12,51",MGen
85,11,"25,71",psy
85,12,"21,60",MadMan
85,13,"16,95",zyntifox
85,14,"18,14",Tibity
85,15,"1:03,51",pajen
85,16,"1:30,99",pajen
85,17,"55,88",MGen
85,18,"45,43",kimitys
85,19,"38,82",pajen
85,20,"1:05,05",Tisk
85,21,"14,88",Jeppe
85,22,"40,31",dz
85,23,"46,78",ZeiZei
85,24,"56,20",dz
85,25,"24,88",Jeppe
85,26,"24,23",MadMan
85,27,"36,45",Janne
85,28,"52,69",TorInge
85,29,"47,57",dz
85,30,"33,38","ZiuteK [FRC]"
85,31,"1:22,28",Eliaz
85,32,"43,67",Jeppe
85,33,"1:07,04",dz
85,34,"37,69",Mick
85,35,"2:31,61",zyntifox
85,36,"1:00,50",Jokke
85,37,"57,39",Jeppe
85,38,"33,06",mr
85,39,"44,01",KD
85,40,"1:26,93",swos
85,41,"39,98",YeeS
85,42,"50,27",Jokke
85,43,"59,11",MadMan
85,44,"12,39",milagros
85,45,"32,95",Jeppe
85,46,"1:02,56",zyntifox
85,47,"20,29",Mick
85,48,"49,36",pajen
85,49,"41,70",ZeiZei
85,50,"57,65",ZeiZei
85,51,"45,04",Cloud
85,52,"25,83",Janne
85,53,"17,92",Tibity
85,54,"1:39,50",dz
86,1,"14,18",Jeppe
86,2,"16,70",Jeppe
86,3,"19,39",Bob
86,4,"30,58",TorInge
86,5,"21,67",mengerle
86,6,"32,28",freak
86,7,"34,95",TheGepi
86,8,"21,70",Mick
86,9,"1:00,78",dz
86,10,"12,51",MGen
86,11,"25,54",Jeppe
86,12,"21,60",MadMan
86,13,"16,95",zyntifox
86,14,"18,14",Tibity
86,15,"1:03,51",pajen
86,16,"1:30,99",pajen
86,17,"55,88",MGen
86,18,"45,43",kimitys
86,19,"38,82",pajen
86,20,"1:05,05",Tisk
86,21,"14,88",Jeppe
86,22,"40,31",dz
86,23,"46,78",ZeiZei
86,24,"55,00",MGen
86,25,"24,88",Jeppe
86,26,"24,23",MadMan
86,27,"36,38",Mick
86,28,"52,69",TorInge
86,29,"47,28","IRK [CART]"
86,30,"33,38","ZiuteK [FRC]"
86,31,"1:22,28",Eliaz
86,32,"43,67",Jeppe
86,33,"1:05,49",TorInge
86,34,"37,36",Mick
86,35,"2:31,61",zyntifox
86,36,"1:00,50",Jokke
86,37,"57,39",Jeppe
86,38,"33,06",mr
86,39,"43,42",KD
86,40,"1:26,92",swos
86,41,"39,98",YeeS
86,42,"50,26",Jeppe
86,43,"59,11",MadMan
86,44,"12,37",milagros
86,45,"32,95",Jeppe
86,46,"1:02,56",zyntifox
86,47,"20,29",Mick
86,48,"49,36",pajen
86,49,"41,70",ZeiZei
86,50,"57,65",ZeiZei
86,51,"44,75",MGen
86,52,"25,83",Janne
86,53,"17,92",Tibity
86,54,"1:39,50",dz
87,1,"14,18",Jeppe
87,2,"16,70",Jeppe
87,3,"19,39",Bob
87,4,"30,53",dz
87,5,"21,67",mengerle
87,6,"32,28",freak
87,7,"34,95",TheGepi
87,8,"21,70",Mick
87,9,"1:00,78",dz
87,10,"12,51",MGen
87,11,"25,54",Jeppe
87,12,"21,60",MadMan
87,13,"16,95",zyntifox
87,14,"18,14",Tibity
87,15,"1:03,51",pajen
87,16,"1:30,99",pajen
87,17,"55,88",MGen
87,18,"45,43",kimitys
87,19,"38,82",pajen
87,20,"1:05,05",Tisk
87,21,"14,88",Jeppe
87,22,"40,31",dz
87,23,"46,78",ZeiZei
87,24,"55,00",MGen
87,25,"24,88",Jeppe
87,26,"24,23",MadMan
87,27,"36,38",Mick
87,28,"52,69",TorInge
87,29,"47,28","IRK [CART]"
87,30,"33,38","ZiuteK [FRC]"
87,31,"1:22,28",Eliaz
87,32,"43,67",Jeppe
87,33,"1:05,21",TorInge
87,34,"37,36",Mick
87,35,"2:31,61",zyntifox
87,36,"1:00,50",Jokke
87,37,"57,39",Jeppe
87,38,"33,06",mr
87,39,"43,42",KD
87,40,"1:26,92",swos
87,41,"39,98",YeeS
87,42,"50,18",Jokke
87,43,"59,11",MadMan
87,44,"12,34",milagros
87,45,"32,95",Jeppe
87,46,"1:02,56",zyntifox
87,47,"20,29",Mick
87,48,"49,36",pajen
87,49,"41,70",ZeiZei
87,50,"56,91",dz
87,51,"44,75",MGen
87,52,"25,83",Janne
87,53,"17,92",Tibity
87,54,"1:39,50",dz
88,1,"14,18",Jeppe
88,2,"16,70",Jeppe
88,3,"19,39",Bob
88,4,"30,47",TorInge
88,5,"21,67",mengerle
88,6,"32,28",freak
88,7,"34,95",TheGepi
88,8,"21,70",Mick
88,9,"1:00,78",dz
88,10,"12,51",MGen
88,11,"25,54",Jeppe
88,12,"21,60",MadMan
88,13,"16,95",zyntifox
88,14,"18,14",Tibity
88,15,"1:03,51",pajen
88,16,"1:30,99",pajen
88,17,"55,88",MGen
88,18,"45,43",kimitys
88,19,"38,62",dz
88,20,"1:04,94",Jeppe
88,21,"14,87",Jeppe
88,22,"40,31",dz
88,23,"46,78",ZeiZei
88,24,"55,00",MGen
88,25,"24,88",Jeppe
88,26,"24,23",MadMan
88,27,"36,38",Mick
88,28,"52,69",TorInge
88,29,"47,07",TorInge
88,30,"33,37",Jeppe
88,31,"1:22,28",Eliaz
88,32,"43,67",Jeppe
88,33,"1:05,21",TorInge
88,34,"37,36",Mick
88,35,"2:30,41",Stene
88,36,"1:00,50",Jokke
88,37,"57,39",Jeppe
88,38,"32,95",Karlis
88,39,"43,42",KD
88,40,"1:26,92",swos
88,41,"39,84",Jeppe
88,42,"49,95",Jeppe
88,43,"59,05",Karlis
88,44,"12,33",milagros
88,45,"32,95",Jeppe
88,46,"1:02,56",zyntifox
88,47,"20,29",Mick
88,48,"49,36",pajen
88,49,"41,70",ZeiZei
88,50,"56,62",TorInge
88,51,"44,72",Mick
88,52,"25,83",Janne
88,53,"17,92",Tibity
88,54,"1:39,50",dz
89,1,"14,18",Jeppe
89,2,"16,70",Jeppe
89,3,"19,39",Bob
89,4,"30,47",TorInge
89,5,"21,67",mengerle
89,6,"32,28",freak
89,7,"34,95",TheGepi
89,8,"21,70",Mick
89,9,"1:00,78",dz
89,10,"12,51",MGen
89,11,"25,54",Jeppe
89,12,"21,60",MadMan
89,13,"16,95",zyntifox
89,14,"18,14",Tibity
89,15,"1:03,51",pajen
89,16,"1:30,99",pajen
89,17,"55,88",MGen
89,18,"45,43",kimitys
89,19,"38,62",dz
89,20,"1:04,94",Jeppe
89,21,"14,79",Jeppe
89,22,"40,31",dz
89,23,"46,78",ZeiZei
89,24,"55,00",MGen
89,25,"24,88",Jeppe
89,26,"24,23",MadMan
89,27,"36,38",Mick
89,28,"52,69",TorInge
89,29,"47,07",TorInge
89,30,"33,37",Jeppe
89,31,"1:22,28",Eliaz
89,32,"43,67",Jeppe
89,33,"1:05,21",TorInge
89,34,"37,36",Mick
89,35,"2:30,41",Stene
89,36,"1:00,50",Jokke
89,37,"57,39",Jeppe
89,38,"32,95",Karlis
89,39,"43,42",KD
89,40,"1:26,92",swos
89,41,"39,84",Jeppe
89,42,"49,75",Jokke
89,43,"58,97",Karlis
89,44,"12,33",milagros
89,45,"32,95",Jeppe
89,46,"1:02,56",zyntifox
89,47,"20,29",Mick
89,48,"49,36",pajen
89,49,"41,70",ZeiZei
89,50,"56,62",TorInge
89,51,"44,72",Mick
89,52,"25,83",Janne
89,53,"17,92",Tibity
89,54,"1:39,50",dz
90,1,"14,18",Jeppe
90,2,"16,70",Jeppe
90,3,"19,39",Bob
90,4,"30,47",TorInge
90,5,"21,67",mengerle
90,6,"32,28",freak
90,7,"34,95",TheGepi
90,8,"21,70",Mick
90,9,"1:00,78",dz
90,10,"12,51",MGen
90,11,"25,48",Karlis
90,12,"21,60",MadMan
90,13,"16,95",zyntifox
90,14,"18,14",Tibity
90,15,"1:03,51",pajen
90,16,"1:30,99",pajen
90,17,"55,88",MGen
90,18,"45,43",kimitys
90,19,"38,62",dz
90,20,"1:04,94",Jeppe
90,21,"14,73",Janne
90,22,"40,31",dz
90,23,"46,78",ZeiZei
90,24,"53,92",dz
90,25,"24,88",Jeppe
90,26,"24,23",MadMan
90,27,"36,38",Mick
90,28,"52,52",Karlis
90,29,"46,11","IRK [CART]"
90,30,"33,37",Jeppe
90,31,"1:22,28",Eliaz
90,32,"43,57",Cloud
90,33,"1:05,21",TorInge
90,34,"37,36",Mick
90,35,"2:30,41",Stene
90,36,"1:00,50",Jokke
90,37,"57,39",Jeppe
90,38,"32,95",Karlis
90,39,"43,42",KD
90,40,"1:26,92",swos
90,41,"39,84",Jeppe
90,42,"49,75",Jokke
90,43,"58,97",Karlis
90,44,"12,33",milagros
90,45,"32,95",Jeppe
90,46,"1:01,94",TorInge
90,47,"20,29",Mick
90,48,"49,36",pajen
90,49,"41,70",ZeiZei
90,50,"56,62",TorInge
90,51,"44,72",Mick
90,52,"25,83",Janne
90,53,"17,92",Tibity
90,54,"1:39,50",dz
91,1,"14,18",Jeppe
91,2,"16,70",Jeppe
91,3,"19,39",Bob
91,4,"30,47",TorInge
91,5,"21,67",mengerle
91,6,"32,28",freak
91,7,"34,95",TheGepi
91,8,"21,70",Mick
91,9,"1:00,78",dz
91,10,"12,51",MGen
91,11,"25,48",Karlis
91,12,"21,60",MadMan
91,13,"16,95",zyntifox
91,14,"18,14",Tibity
91,15,"1:03,51",pajen
91,16,"1:30,99",pajen
91,17,"55,88",MGen
91,18,"45,43",kimitys
91,19,"38,62",dz
91,20,"1:03,84",TorInge
91,21,"14,73",Janne
91,22,"40,31",dz
91,23,"46,78",ZeiZei
91,24,"53,92",dz
91,25,"24,88",Jeppe
91,26,"24,23",MadMan
91,27,"36,38",Mick
91,28,"52,52",Karlis
91,29,"46,11","IRK [CART]"
91,30,"33,37",Jeppe
91,31,"1:22,28",Eliaz
91,32,"43,57",Cloud
91,33,"1:05,21",TorInge
91,34,"37,36",Mick
91,35,"2:29,55",TorInge
91,36,"1:00,50",Jokke
91,37,"57,39",Jeppe
91,38,"32,95",Karlis
91,39,"43,42",KD
91,40,"1:26,92",swos
91,41,"39,84",Jeppe
91,42,"49,75",Jokke
91,43,"58,97",Karlis
91,44,"12,33",milagros
91,45,"32,95",Jeppe
91,46,"1:01,94",TorInge
91,47,"20,29",Mick
91,48,"49,36",pajen
91,49,"41,70",ZeiZei
91,50,"56,62",TorInge
91,51,"44,64",Cloud
91,52,"25,83",Janne
91,53,"17,92",Tibity
91,54,"1:38,65",TorInge
92,1,"14,18",Jeppe
92,2,"16,70",Jeppe
92,3,"19,39",Bob
92,4,"30,47",TorInge
92,5,"21,67",mengerle
92,6,"32,11","freak [FRC]"
92,7,"34,95",TheGepi
92,8,"21,70",Mick
92,9,"1:00,78",dz
92,10,"12,51",MGen
92,11,"25,48",Karlis
92,12,"21,60",MadMan
92,13,"16,95",zyntifox
92,14,"18,14",Tibity
92,15,"1:03,51",pajen
92,16,"1:30,99",pajen
92,17,"55,88",MGen
92,18,"45,43",kimitys
92,19,"38,62",dz
92,20,"1:03,84",TorInge
92,21,"14,73",Janne
92,22,"40,31",dz
92,23,"46,78",ZeiZei
92,24,"53,92",dz
92,25,"24,88",Jeppe
92,26,"24,23",MadMan
92,27,"36,38",Mick
92,28,"52,52",Karlis
92,29,"46,11","IRK [CART]"
92,30,"33,37",Jeppe
92,31,"1:22,28",Eliaz
92,32,"43,56",ZeiZei
92,33,"1:05,21",TorInge
92,34,"37,36",Mick
92,35,"2:29,55",TorInge
92,36,"1:00,50",Jokke
92,37,"57,39",Jeppe
92,38,"32,95",Karlis
92,39,"43,42",KD
92,40,"1:26,92",swos
92,41,"39,84",Jeppe
92,42,"49,75",Jokke
92,43,"58,97",Karlis
92,44,"12,33",milagros
92,45,"32,95",Jeppe
92,46,"1:01,94",TorInge
92,47,"20,29",Mick
92,48,"49,36",pajen
92,49,"41,70",ZeiZei
92,50,"56,62",TorInge
92,51,"44,64",Cloud
92,52,"25,83",Janne
92,53,"17,92",Tibity
92,54,"1:38,65",TorInge
93,1,"14,18",Jeppe
93,2,"16,70",Jeppe
93,3,"19,39",Bob
93,4,"30,47",TorInge
93,5,"21,67",mengerle
93,6,"32,11","freak [FRC]"
93,7,"34,95",TheGepi
93,8,"21,70",Mick
93,9,"1:00,78",dz
93,10,"12,51",MGen
93,11,"25,48",Karlis
93,12,"21,60",MadMan
93,13,"16,95",zyntifox
93,14,"18,14",Tibity
93,15,"1:03,51",pajen
93,16,"1:30,99",pajen
93,17,"55,88",MGen
93,18,"45,43",kimitys
93,19,"38,62",dz
93,20,"1:03,84",TorInge
93,21,"14,73",Janne
93,22,"40,31",dz
93,23,"46,78",ZeiZei
93,24,"53,92",dz
93,25,"24,88",Jeppe
93,26,"24,23",MadMan
93,27,"36,38",Mick
93,28,"52,52",Karlis
93,29,"46,11","IRK [CART]"
93,30,"33,37",Jeppe
93,31,"1:22,28",Eliaz
93,32,"43,56",ZeiZei
93,33,"1:05,21",TorInge
93,34,"37,36",Mick
93,35,"2:29,55",TorInge
93,36,"1:00,50",Jokke
93,37,"57,39",Jeppe
93,38,"32,95",Karlis
93,39,"43,42",KD
93,40,"1:26,84",oizo!
93,41,"39,76",Jeppe
93,42,"49,75",Jokke
93,43,"58,97",Karlis
93,44,"12,33",milagros
93,45,"32,95",Jeppe
93,46,"1:01,94",TorInge
93,47,"20,29",Mick
93,48,"49,36",pajen
93,49,"41,70",ZeiZei
93,50,"56,62",TorInge
93,51,"44,64",Cloud
93,52,"25,83",Janne
93,53,"17,92",Tibity
93,54,"1:38,65",TorInge
94,1,"14,18",Jeppe
94,2,"16,70",Jeppe
94,3,"19,39",Bob
94,4,"30,47",TorInge
94,5,"21,67",mengerle
94,6,"32,11","freak [FRC]"
94,7,"34,95",TheGepi
94,8,"21,70",Mick
94,9,"1:00,78",dz
94,10,"12,51",MGen
94,11,"25,48",Karlis
94,12,"21,60",MadMan
94,13,"16,95",zyntifox
94,14,"18,14",Tibity
94,15,"1:03,51",pajen
94,16,"1:30,99",pajen
94,17,"55,88",MGen
94,18,"45,43",kimitys
94,19,"38,62",dz
94,20,"1:03,84",TorInge
94,21,"14,73",Janne
94,22,"40,31",dz
94,23,"46,78",ZeiZei
94,24,"53,92",dz
94,25,"24,88",Jeppe
94,26,"24,23",MadMan
94,27,"36,31",Mick
94,28,"52,52",Karlis
94,29,"46,11","IRK [CART]"
94,30,"33,37",Jeppe
94,31,"1:22,28",Eliaz
94,32,"43,56",ZeiZei
94,33,"1:05,21",TorInge
94,34,"37,09",Mick
94,35,"2:29,55",TorInge
94,36,"1:00,50",Jokke
94,37,"57,39",Jeppe
94,38,"32,95",Karlis
94,39,"43,42",KD
94,40,"1:26,84",oizo!
94,41,"39,76",Jeppe
94,42,"49,75",Jokke
94,43,"58,97",Karlis
94,44,"12,33",milagros
94,45,"32,95",Jeppe
94,46,"1:01,94",TorInge
94,47,"20,29",Mick
94,48,"49,36",pajen
94,49,"41,70",ZeiZei
94,50,"56,62",TorInge
94,51,"44,64",Cloud
94,52,"25,83",Janne
94,53,"17,92",Tibity
94,54,"1:38,65",TorInge
95,1,"14,18",Jeppe
95,2,"16,70",Jeppe
95,3,"19,39",Bob
95,4,"30,47",TorInge
95,5,"21,67",mengerle
95,6,"32,11","freak [FRC]"
95,7,"34,95",TheGepi
95,8,"21,70",Mick
95,9,"1:00,78",dz
95,10,"12,51",MGen
95,11,"25,48",Karlis
95,12,"21,60",MadMan
95,13,"16,95",zyntifox
95,14,"18,14",Tibity
95,15,"1:03,51",pajen
95,16,"1:30,99",pajen
95,17,"55,88",MGen
95,18,"45,43",kimitys
95,19,"38,62",dz
95,20,"1:03,84",TorInge
95,21,"14,73",Janne
95,22,"40,31",dz
95,23,"46,78",ZeiZei
95,24,"53,92",dz
95,25,"24,88",Jeppe
95,26,"24,23",MadMan
95,27,"35,82",Mick
95,28,"52,52",Karlis
95,29,"46,11","IRK [CART]"
95,30,"33,37",Jeppe
