table,lev,time,kuski
171,33,"59,76",ramone
171,34,"36,62",Zweq
171,35,"2:20,42","Luther [IE]"
171,36,"57,94",TorInge
171,37,"54,53",Zweq
171,38,"30,92",mr
171,39,"40,65",TorInge
171,40,"1:24,81",oizo!
171,41,"39,44",mr
171,42,"47,60",TorInge
171,43,"57,79",Cloud
171,44,"11,61",Karlis
171,45,"32,66",jx
171,46,"57,29",Zweq
171,47,"19,62",Cloud
171,48,"46,35","Luther [IE]"
171,49,"38,97",Zweq
171,50,"53,85",TorInge
171,51,"43,81",Zweq
171,52,"25,21",deadnite
171,53,"17,26",deadnite
171,54,"1:29,55",psy
172,1,"14,10",FatherGod
172,2,"15,21","as [RUS]"
172,3,"17,86",TomCat
172,4,"29,98",Tantal
172,5,"20,67",Zweq
172,6,"31,87",Zweq
172,7,"33,65",Zweq
172,8,"21,03",Zweq
172,9,"57,72",Zweq
172,10,"11,60",mr
172,11,"23,77",Zweq
172,12,"21,13",jx
172,13,"15,79",mr
172,14,"17,68",niktata
172,15,"55,98",TorInge
172,16,"1:27,98",Luther
172,17,"54,87",Zweq
172,18,"44,53",Zweq
172,19,"37,80",Zweq
172,20,"1:01,86",Zweq
172,21,"14,58",zyntifox
172,22,"39,28",TorInge
172,23,"37,21",Zweq
172,24,"52,64",TorInge
172,25,"24,58",deadnite
172,26,"23,39",TorInge
172,27,"35,08",Zweq
172,28,"51,33",Karlis
172,29,"44,66",TorInge
172,30,"32,98",Stini
172,31,"1:17,55",Zweq
172,32,"43,41",oizo!
172,33,"59,76",ramone
172,34,"36,62",Zweq
172,35,"2:20,42","Luther [IE]"
172,36,"57,94",TorInge
172,37,"54,53",Zweq
172,38,"30,79",Djievis
172,39,"40,65",TorInge
172,40,"1:24,81",oizo!
172,41,"39,44",mr
172,42,"47,60",TorInge
172,43,"57,79",Cloud
172,44,"11,61",Karlis
172,45,"32,66",jx
172,46,"57,29",Zweq
172,47,"19,62",Cloud
172,48,"46,35","Luther [IE]"
172,49,"38,97",Zweq
172,50,"53,85",TorInge
172,51,"43,81",Zweq
172,52,"25,21",deadnite
172,53,"17,26",deadnite
172,54,"1:29,55",psy
173,1,"14,10",FatherGod
173,2,"15,21","as [RUS]"
173,3,"17,86",TomCat
173,4,"29,98",Tantal
173,5,"20,67",Zweq
173,6,"31,87",Zweq
173,7,"33,65",Zweq
173,8,"21,03",Zweq
173,9,"57,72",Zweq
173,10,"11,60",mr
173,11,"23,77",Zweq
173,12,"21,13",jx
173,13,"15,79",mr
173,14,"17,68",niktata
173,15,"55,98",TorInge
173,16,"1:27,98",Luther
173,17,"54,87",Zweq
173,18,"44,53",Zweq
173,19,"37,80",Zweq
173,20,"1:01,86",Zweq
173,21,"14,58",zyntifox
173,22,"39,28",TorInge
173,23,"37,21",Zweq
173,24,"52,64",TorInge
173,25,"24,58",deadnite
173,26,"23,39",TorInge
173,27,"35,08",Zweq
173,28,"51,33",Karlis
173,29,"44,66",TorInge
173,30,"32,98",Stini
173,31,"1:17,55",Zweq
173,32,"43,41",oizo!
173,33,"59,76",ramone
173,34,"36,62",Zweq
173,35,"2:20,42","Luther [IE]"
173,36,"57,94",TorInge
173,37,"54,53",Zweq
173,38,"30,79",Djievis
173,39,"40,65",TorInge
173,40,"1:24,23",Zweq
173,41,"39,44",mr
173,42,"47,60",TorInge
173,43,"57,79",Cloud
173,44,"11,61",Karlis
173,45,"32,66",jx
173,46,"57,29",Zweq
173,47,"19,62",Cloud
173,48,"46,35","Luther [IE]"
173,49,"38,97",Zweq
173,50,"53,85",TorInge
173,51,"43,81",Zweq
173,52,"25,21",deadnite
173,53,"17,26",deadnite
173,54,"1:29,55",psy
174,1,"14,10",FatherGod
174,2,"15,21","as [RUS]"
174,3,"17,86",TomCat
174,4,"29,98",Tantal
174,5,"20,67",Zweq
174,6,"31,87",Zweq
174,7,"33,65",Zweq
174,8,"21,03",Zweq
174,9,"57,72",Zweq
174,10,"11,60",mr
174,11,"23,77",Zweq
174,12,"21,13",jx
174,13,"15,79",mr
174,14,"17,68",niktata
174,15,"55,98",TorInge
174,16,"1:27,98",Luther
174,17,"54,87",Zweq
174,18,"44,53",Zweq
174,19,"37,80",Zweq
174,20,"1:01,86",Zweq
174,21,"14,58",zyntifox
174,22,"39,28",TorInge
174,23,"37,21",Zweq
174,24,"52,64",TorInge
174,25,"24,58",deadnite
174,26,"23,39",TorInge
174,27,"35,08",Zweq
174,28,"51,33",Karlis
174,29,"44,66",TorInge
174,30,"32,98",Stini
174,31,"1:17,55",Zweq
174,32,"43,41",oizo!
174,33,"59,76",ramone
174,34,"36,62",Zweq
174,35,"2:20,42","Luther [IE]"
174,36,"57,94",TorInge
174,37,"54,53",Zweq
174,38,"30,79",Djievis
174,39,"40,65",TorInge
174,40,"1:24,23",Zweq
174,41,"39,17",TorInge
174,42,"47,60",TorInge
174,43,"57,79",Cloud
174,44,"11,61",Karlis
174,45,"32,66",jx
174,46,"57,29",Zweq
174,47,"19,61",Zweq
174,48,"46,35","Luther [IE]"
174,49,"38,97",Zweq
174,50,"53,85",TorInge
174,51,"43,81",Zweq
174,52,"25,21",deadnite
174,53,"17,26",deadnite
174,54,"1:29,55",psy
175,1,"14,10",FatherGod
175,2,"15,21","as [RUS]"
175,3,"17,86",TomCat
175,4,"29,98",Tantal
175,5,"20,67",Zweq
175,6,"31,87",Zweq
175,7,"33,65",Zweq
175,8,"21,03",Zweq
175,9,"57,72",Zweq
175,10,"11,60",mr
175,11,"23,77",Zweq
175,12,"21,13",jx
175,13,"15,79",mr
175,14,"17,68",niktata
175,15,"55,98",TorInge
175,16,"1:27,98",Luther
175,17,"54,87",Zweq
175,18,"44,53",Zweq
175,19,"37,80",Zweq
175,20,"1:01,86",Zweq
175,21,"14,58",zyntifox
175,22,"39,28",TorInge
175,23,"37,21",Zweq
175,24,"52,64",TorInge
175,25,"24,58",deadnite
175,26,"23,39",TorInge
175,27,"35,08",Zweq
175,28,"51,33",Karlis
175,29,"44,66",TorInge
175,30,"32,98",Stini
175,31,"1:17,55",Zweq
175,32,"43,41",oizo!
175,33,"59,76",ramone
175,34,"36,62",Zweq
175,35,"2:20,42","Luther [IE]"
175,36,"57,94",TorInge
175,37,"54,53",Zweq
175,38,"30,79",Djievis
175,39,"40,65",TorInge
175,40,"1:24,23",Zweq
175,41,"39,17",TorInge
175,42,"47,60",TorInge
175,43,"57,79",Cloud
175,44,"11,53",Bokhylle
175,45,"32,66",jx
175,46,"57,29",Zweq
175,47,"19,16",Stini
175,48,"46,35","Luther [IE]"
175,49,"38,97",Zweq
175,50,"53,85",TorInge
175,51,"43,81",Zweq
175,52,"25,21",deadnite
175,53,"17,26",deadnite
175,54,"1:29,55",psy
176,1,"14,10",FatherGod
176,2,"15,21","as [RUS]"
176,3,"17,86",TomCat
176,4,"29,98",Tantal
176,5,"20,67",Zweq
176,6,"31,87",Zweq
176,7,"33,65",Zweq
176,8,"21,03",Zweq
176,9,"57,72",Zweq
176,10,"11,60",mr
176,11,"23,77",Zweq
176,12,"21,13",jx
176,13,"15,79",mr
176,14,"17,68",niktata
176,15,"55,98",TorInge
176,16,"1:26,71",TorInge
176,17,"54,87",Zweq
176,18,"44,53",Zweq
176,19,"37,80",Zweq
176,20,"1:01,86",Zweq
176,21,"14,58",zyntifox
176,22,"39,28",TorInge
176,23,"37,21",Zweq
176,24,"52,64",TorInge
176,25,"24,58",deadnite
176,26,"23,39",TorInge
176,27,"35,08",Zweq
176,28,"51,33",Karlis
176,29,"44,66",TorInge
176,30,"32,98",Stini
176,31,"1:17,55",Zweq
176,32,"43,41",oizo!
176,33,"59,76",ramone
176,34,"36,62",Zweq
176,35,"2:20,42","Luther [IE]"
176,36,"57,94",TorInge
176,37,"54,53",Zweq
176,38,"30,79",Djievis
176,39,"40,65",TorInge
176,40,"1:24,23",Zweq
176,41,"39,17",TorInge
176,42,"47,60",TorInge
176,43,"57,79",Cloud
176,44,"11,53",Bokhylle
176,45,"32,62",Zweq
176,46,"57,29",Zweq
176,47,"19,16",Stini
176,48,"46,35","Luther [IE]"
176,49,"38,97",Zweq
176,50,"53,85",TorInge
176,51,"43,81",Zweq
176,52,"25,21",deadnite
176,53,"17,26",deadnite
176,54,"1:29,55",psy
177,1,"14,10",FatherGod
177,2,"15,21","as [RUS]"
177,3,"17,86",TomCat
177,4,"29,98",Tantal
177,5,"20,67",Zweq
177,6,"31,87",Zweq
177,7,"33,65",Zweq
177,8,"21,03",Zweq
177,9,"57,72",Zweq
177,10,"11,60",mr
177,11,"23,77",Zweq
177,12,"21,13",jx
177,13,"15,79",mr
177,14,"17,68",niktata
177,15,"55,98",TorInge
177,16,"1:26,71",TorInge
177,17,"54,87",Zweq
177,18,"44,53",Zweq
177,19,"37,39",milagros
177,20,"1:01,86",Zweq
177,21,"14,58",zyntifox
177,22,"39,28",TorInge
177,23,"37,21",Zweq
177,24,"52,64",TorInge
177,25,"24,58",deadnite
177,26,"23,39",TorInge
177,27,"35,08",Zweq
177,28,"51,33",Karlis
177,29,"44,66",TorInge
177,30,"32,98",Stini
177,31,"1:17,55",Zweq
177,32,"43,41",oizo!
177,33,"59,76",ramone
177,34,"36,62",Zweq
177,35,"2:20,42","Luther [IE]"
177,36,"57,94",TorInge
177,37,"54,53",Zweq
177,38,"30,79",Djievis
177,39,"40,65",TorInge
177,40,"1:24,23",Zweq
177,41,"39,17",TorInge
177,42,"47,60",TorInge
177,43,"57,79",Cloud
177,44,"11,53",Bokhylle
177,45,"32,62",Zweq
177,46,"57,29",Zweq
177,47,"19,16",Stini
177,48,"46,35","Luther [IE]"
177,49,"38,97",Zweq
177,50,"53,85",TorInge
177,51,"43,81",Zweq
177,52,"25,21",deadnite
177,53,"17,26",deadnite
177,54,"1:29,55",psy
178,1,"14,10",FatherGod
178,2,"15,21","as [RUS]"
178,3,"17,86",TomCat
178,4,"29,98",Tantal
178,5,"20,67",Zweq
178,6,"31,87",Zweq
178,7,"33,65",Zweq
178,8,"21,03",Zweq
178,9,"57,72",Zweq
178,10,"11,60",mr
178,11,"23,77",Zweq
178,12,"21,13",jx
178,13,"15,79",mr
178,14,"17,68",niktata
178,15,"55,98",TorInge
178,16,"1:26,71",TorInge
178,17,"54,87",Zweq
178,18,"44,53",Zweq
178,19,"37,17",milagros
178,20,"1:01,86",Zweq
178,21,"14,58",zyntifox
178,22,"39,28",TorInge
178,23,"37,21",Zweq
178,24,"52,43",jx
178,25,"24,58",deadnite
178,26,"23,39",TorInge
178,27,"35,08",Zweq
178,28,"51,33",Karlis
178,29,"44,66",TorInge
178,30,"32,98",Stini
178,31,"1:17,55",Zweq
178,32,"43,41",oizo!
178,33,"59,76",ramone
178,34,"36,62",Zweq
178,35,"2:20,42","Luther [IE]"
178,36,"57,94",TorInge
178,37,"54,53",Zweq
178,38,"30,79",Djievis
178,39,"40,65",TorInge
178,40,"1:24,23",Zweq
178,41,"39,17",TorInge
178,42,"47,60",TorInge
178,43,"57,79",Cloud
178,44,"11,53",Bokhylle
178,45,"32,62",Zweq
178,46,"57,29",Zweq
178,47,"19,16",Stini
178,48,"46,35","Luther [IE]"
178,49,"38,79",John
178,50,"53,85",TorInge
178,51,"43,81",Zweq
178,52,"25,21",deadnite
178,53,"17,26",deadnite
178,54,"1:29,55",psy
179,1,"14,07",Karlis
179,2,"15,21","as [RUS]"
179,3,"17,86",TomCat
179,4,"29,98",Tantal
179,5,"20,67",Zweq
179,6,"31,87",Zweq
179,7,"33,65",Zweq
179,8,"21,03",Zweq
179,9,"57,72",Zweq
179,10,"11,60",mr
179,11,"23,77",Zweq
179,12,"21,13",jx
179,13,"15,79",mr
179,14,"17,68",niktata
179,15,"55,98",TorInge
179,16,"1:26,54",TorInge
179,17,"54,84",TorInge
179,18,"44,53",Zweq
179,19,"37,17",milagros
179,20,"1:01,31",TorInge
179,21,"14,58",zyntifox
179,22,"39,28",TorInge
179,23,"36,99",TorInge
179,24,"52,43",jx
179,25,"24,58",deadnite
179,26,"23,00",Jalli
179,27,"35,08",Zweq
179,28,"51,33",Karlis
179,29,"44,66",TorInge
179,30,"32,98",Stini
179,31,"1:17,55",Zweq
179,32,"43,32",ANpDaD
179,33,"59,76",ramone
179,34,"36,62",Zweq
179,35,"2:19,64",Luther
179,36,"57,94",TorInge
179,37,"54,53",Zweq
179,38,"30,79",Djievis
179,39,"40,65",TorInge
179,40,"1:24,23",Zweq
179,41,"39,17",TorInge
179,42,"47,60",TorInge
179,43,"57,64",TorInge
179,44,"11,53",Bokhylle
179,45,"32,62",Zweq
179,46,"56,48",Luther
179,47,"19,16",Stini
179,48,"46,35","Luther [IE]"
179,49,"38,76",TorInge
179,50,"53,85",TorInge
179,51,"43,81",Zweq
179,52,"25,14",TorInge
179,53,"17,26",deadnite
179,54,"1:29,55",psy
180,1,"14,07",Karlis
180,2,"15,21","as [RUS]"
180,3,"17,86",TomCat
180,4,"29,98",Tantal
180,5,"20,65",Karlis
180,6,"31,87",Zweq
180,7,"33,27",Cloud
180,8,"21,03",Zweq
180,9,"57,72",Zweq
180,10,"11,60",mr
180,11,"23,77",Zweq
180,12,"21,13",jx
180,13,"15,79",mr
180,14,"17,68",niktata
180,15,"54,09",Zweq
180,16,"1:26,54",TorInge
180,17,"54,79",Zweq
180,18,"44,53",Zweq
180,19,"37,17",milagros
180,20,"1:00,81",Zweq
180,21,"14,58",zyntifox
180,22,"39,28",TorInge
180,23,"36,99",TorInge
180,24,"52,43",jx
180,25,"24,58",deadnite
180,26,"22,70",Jalli
180,27,"35,08",Zweq
180,28,"50,97",TorInge
180,29,"44,66",TorInge
180,30,"32,98",Stini
180,31,"1:17,55",Zweq
180,32,"43,32",ANpDaD
180,33,"59,76",ramone
180,34,"36,62",Zweq
180,35,"2:19,64",Luther
180,36,"57,94",TorInge
180,37,"54,53",Zweq
180,38,"30,79",Djievis
180,39,"40,65",TorInge
180,40,"1:24,23",Zweq
180,41,"39,17",TorInge
180,42,"47,60",TorInge
180,43,"57,64",TorInge
180,44,"11,53",Bokhylle
180,45,"32,62",Zweq
180,46,"55,34",Luther
180,47,"19,16",Stini
180,48,"46,35","Luther [IE]"
180,49,"38,67",Zweq
180,50,"53,85",TorInge
180,51,"43,19",Zweq
180,52,"25,01",TorInge
180,53,"17,26",deadnite
180,54,"1:29,55",psy
181,1,"14,07",Karlis
181,2,"15,21","as [RUS]"
181,3,"17,86",TomCat
181,4,"29,98",Tantal
181,5,"20,65",Karlis
181,6,"31,87",Zweq
181,7,"33,27",Cloud
181,8,"21,03",Zweq
181,9,"57,72",Zweq
181,10,"11,60",mr
181,11,"23,77",Zweq
181,12,"21,13",jx
181,13,"15,79",mr
181,14,"17,68",niktata
181,15,"52,44",Zweq
181,16,"1:26,54",TorInge
181,17,"54,79",Zweq
181,18,"44,53",Zweq
181,19,"37,17",milagros
181,20,"59,71",Zweq
181,21,"14,58",zyntifox
181,22,"39,28",TorInge
181,23,"36,99",TorInge
181,24,"52,43",jx
181,25,"24,58",deadnite
181,26,"22,63",Jalli
181,27,"35,08",Zweq
181,28,"50,97",TorInge
181,29,"44,66",TorInge
181,30,"32,98",Stini
181,31,"1:17,55",Zweq
181,32,"43,32",ANpDaD
181,33,"59,76",ramone
181,34,"36,62",Zweq
181,35,"2:19,64",Luther
181,36,"57,94",TorInge
181,37,"54,53",Zweq
181,38,"30,79",Djievis
181,39,"40,65",TorInge
181,40,"1:24,23",Zweq
181,41,"39,17",TorInge
181,42,"47,60",TorInge
181,43,"57,64",TorInge
181,44,"11,53",Bokhylle
181,45,"32,62",Zweq
181,46,"55,34",Luther
181,47,"19,16",Stini
181,48,"46,35","Luther [IE]"
181,49,"38,67",Zweq
181,50,"53,85",TorInge
181,51,"43,19",Zweq
181,52,"25,01",TorInge
181,53,"17,26",deadnite
181,54,"1:29,55",psy
182,1,"14,07",Karlis
182,2,"15,21","as [RUS]"
182,3,"17,86",TomCat
182,4,"29,98",Tantal
182,5,"20,65",Karlis
182,6,"31,87",Zweq
182,7,"33,27",Cloud
182,8,"21,03",Zweq
182,9,"57,72",Zweq
182,10,"11,60",mr
182,11,"23,77",Zweq
182,12,"21,13",jx
182,13,"15,79",mr
182,14,"17,68",niktata
182,15,"52,44",Zweq
182,16,"1:26,54",TorInge
182,17,"54,79",Zweq
182,18,"44,53",Zweq
182,19,"37,17",milagros
182,20,"59,71",Zweq
182,21,"14,56",Karlis
182,22,"39,28",TorInge
182,23,"36,99",TorInge
182,24,"52,43",jx
182,25,"24,58",deadnite
182,26,"22,56",Jalli
182,27,"35,08",Zweq
182,28,"50,97",TorInge
182,29,"44,66",TorInge
182,30,"32,98",Stini
182,31,"1:17,55",Zweq
182,32,"43,32",ANpDaD
182,33,"59,76",ramone
182,34,"36,62",Zweq
182,35,"2:19,64",Luther
182,36,"57,94",TorInge
182,37,"54,53",Zweq
182,38,"30,79",Djievis
182,39,"40,65",TorInge
182,40,"1:24,23",Zweq
182,41,"39,17",TorInge
182,42,"47,60",TorInge
182,43,"57,64",TorInge
182,44,"11,53",Bokhylle
182,45,"32,62",Zweq
182,46,"55,34",Luther
182,47,"19,16",Stini
182,48,"46,35","Luther [IE]"
182,49,"38,67",Zweq
182,50,"53,85",TorInge
182,51,"43,19",Zweq
182,52,"25,01",TorInge
182,53,"17,26",deadnite
182,54,"1:29,55",psy
183,1,"14,07",Karlis
183,2,"15,21","as [RUS]"
183,3,"17,86",TomCat
183,4,"29,98",Tantal
183,5,"20,65",Karlis
183,6,"31,74",Karlis
183,7,"33,27",Cloud
183,8,"21,03",Zweq
183,9,"57,72",Zweq
183,10,"11,60",mr
183,11,"23,77",Zweq
183,12,"21,13",jx
183,13,"15,79",mr
183,14,"17,68",niktata
183,15,"52,44",Zweq
183,16,"1:26,54",TorInge
183,17,"54,79",Zweq
183,18,"44,53",Zweq
183,19,"37,17",milagros
183,20,"59,71",Zweq
183,21,"14,53",zyntifox
183,22,"39,28",TorInge
183,23,"36,99",TorInge
183,24,"52,43",jx
183,25,"24,58",deadnite
183,26,"22,56",Jalli
183,27,"35,08",Zweq
183,28,"50,97",TorInge
183,29,"44,66",TorInge
183,30,"32,98",Stini
183,31,"1:17,55",Zweq
183,32,"43,32",ANpDaD
183,33,"59,76",ramone
183,34,"36,62",Zweq
183,35,"2:19,64",Luther
183,36,"57,94",TorInge
183,37,"54,53",Zweq
183,38,"30,79",Djievis
183,39,"40,65",TorInge
183,40,"1:24,23",Zweq
183,41,"39,17",TorInge
183,42,"47,60",TorInge
183,43,"57,64",TorInge
183,44,"11,53",Bokhylle
183,45,"32,62",Zweq
183,46,"55,34",Luther
183,47,"19,16",Stini
183,48,"46,35","Luther [IE]"
183,49,"38,67",Zweq
183,50,"53,85",TorInge
183,51,"43,19",Zweq
183,52,"25,01",TorInge
183,53,"17,26",deadnite
183,54,"1:29,55",psy
184,1,"14,07",Karlis
184,2,"15,21","as [RUS]"
184,3,"17,86",TomCat
184,4,"29,98",Tantal
184,5,"20,65",Karlis
184,6,"31,74",Karlis
184,7,"33,27",Cloud
184,8,"21,03",Zweq
184,9,"57,72",Zweq
184,10,"11,60",mr
184,11,"23,77",Zweq
184,12,"21,13",jx
184,13,"15,75",Karlis
184,14,"17,68",niktata
184,15,"52,44",Zweq
184,16,"1:26,54",TorInge
184,17,"54,79",Zweq
184,18,"44,51",Phillip
184,19,"37,17",milagros
184,20,"59,71",Zweq
184,21,"14,53",zyntifox
184,22,"39,28",TorInge
184,23,"36,99",TorInge
184,24,"52,43",jx
184,25,"24,58",deadnite
184,26,"22,56",Jalli
184,27,"35,08",Zweq
184,28,"50,97",TorInge
184,29,"44,66",TorInge
184,30,"32,98",Stini
184,31,"1:17,55",Zweq
184,32,"43,32",ANpDaD
184,33,"59,76",ramone
184,34,"36,62",Zweq
184,35,"2:19,64",Luther
184,36,"57,94",TorInge
184,37,"54,53",Zweq
184,38,"30,74",milagros
184,39,"40,60",Totti
184,40,"1:24,23",Zweq
184,41,"39,17",TorInge
184,42,"47,60",TorInge
184,43,"57,64",TorInge
184,44,"11,53",Bokhylle
184,45,"32,62",Zweq
184,46,"55,34",Luther
184,47,"19,16",Stini
184,48,"46,35","Luther [IE]"
184,49,"38,67",Zweq
184,50,"53,85",TorInge
184,51,"43,19",Zweq
184,52,"25,01",TorInge
184,53,"17,26",deadnite
184,54,"1:29,55",psy
185,1,"14,07",Karlis
185,2,"15,21","as [RUS]"
185,3,"17,86",TomCat
185,4,"29,98",Tantal
185,5,"20,65",Karlis
185,6,"31,74",Karlis
185,7,"33,27",Cloud
185,8,"21,03",Zweq
185,9,"57,72",Zweq
185,10,"11,60",mr
185,11,"23,77",Zweq
185,12,"21,13",jx
185,13,"15,73",mr
185,14,"17,68",niktata
185,15,"52,44",Zweq
185,16,"1:26,54",TorInge
185,17,"54,79",Zweq
185,18,"44,51",Phillip
185,19,"37,17",milagros
185,20,"59,71",Zweq
185,21,"14,48",Karlis
185,22,"39,28",TorInge
185,23,"36,99",TorInge
185,24,"52,43",jx
185,25,"24,58",deadnite
185,26,"22,56",Jalli
185,27,"35,08",Zweq
185,28,"50,97",TorInge
185,29,"44,66",TorInge
185,30,"32,98",Stini
185,31,"1:17,55",Zweq
185,32,"43,32",ANpDaD
185,33,"59,76",ramone
185,34,"36,62",Zweq
185,35,"2:19,64",Luther
185,36,"57,94",TorInge
185,37,"54,53",Zweq
185,38,"30,74",milagros
185,39,"40,49",Stini
185,40,"1:24,23",Zweq
185,41,"39,17",TorInge
185,42,"47,60",TorInge
185,43,"57,64",TorInge
185,44,"11,53",Bokhylle
185,45,"32,62",Zweq
185,46,"55,34",Luther
185,47,"19,16",Stini
185,48,"46,35","Luther [IE]"
185,49,"38,67",Zweq
185,50,"53,85",TorInge
185,51,"43,19",Zweq
185,52,"25,01",TorInge
185,53,"17,26",deadnite
185,54,"1:29,55",psy
186,1,"14,07",Karlis
186,2,"15,21","as [RUS]"
186,3,"17,86",TomCat
186,4,"29,98",Tantal
186,5,"20,65",Karlis
186,6,"31,74",Karlis
186,7,"33,27",Cloud
186,8,"21,03",Zweq
186,9,"57,72",Zweq
186,10,"11,60",mr
186,11,"23,77",Zweq
186,12,"21,13",jx
186,13,"15,73",mr
186,14,"17,68",niktata
186,15,"52,44",Zweq
186,16,"1:26,54",TorInge
186,17,"54,79",Zweq
186,18,"44,51",Phillip
186,19,"37,17",milagros
186,20,"59,71",Zweq
186,21,"14,48",Karlis
186,22,"39,28",TorInge
186,23,"36,99",TorInge
186,24,"52,43",jx
186,25,"24,58",deadnite
186,26,"22,56",Jalli
186,27,"35,08",Zweq
186,28,"50,97",TorInge
186,29,"44,66",TorInge
186,30,"32,98",Stini
186,31,"1:17,55",Zweq
186,32,"43,32",ANpDaD
186,33,"59,76",ramone
186,34,"36,62",Zweq
186,35,"2:19,64",Luther
186,36,"57,94",TorInge
186,37,"54,53",Zweq
186,38,"30,52",milagros
186,39,"40,45",Totti
186,40,"1:24,23",Zweq
186,41,"39,17",TorInge
186,42,"47,60",TorInge
186,43,"57,64",TorInge
186,44,"11,53",Bokhylle
186,45,"32,62",Zweq
186,46,"55,34",Luther
186,47,"19,16",Stini
186,48,"46,35","Luther [IE]"
186,49,"38,67",Zweq
186,50,"53,85",TorInge
186,51,"43,19",Zweq
186,52,"25,01",TorInge
186,53,"17,26",deadnite
186,54,"1:29,55",psy
187,1,"14,07",Karlis
187,2,"15,21","as [RUS]"
187,3,"17,86",TomCat
187,4,"29,98",Tantal
187,5,"20,65",Karlis
187,6,"31,74",Karlis
187,7,"33,27",Cloud
187,8,"21,03",Zweq
187,9,"57,72",Zweq
187,10,"11,60",mr
187,11,"23,77",Zweq
187,12,"21,13",jx
187,13,"15,73",mr
187,14,"17,68",niktata
187,15,"52,44",Zweq
187,16,"1:26,54",TorInge
187,17,"54,79",Zweq
187,18,"44,51",Phillip
187,19,"37,17",milagros
187,20,"59,71",Zweq
187,21,"14,48",Karlis
187,22,"39,28",TorInge
187,23,"36,99",TorInge
187,24,"52,43",jx
187,25,"24,58",deadnite
187,26,"22,56",Jalli
187,27,"35,08",Zweq
187,28,"50,97",TorInge
187,29,"44,66",TorInge
187,30,"32,98",Stini
187,31,"1:17,55",Zweq
187,32,"43,32",ANpDaD
187,33,"59,76",ramone
187,34,"36,62",Zweq
187,35,"2:19,64",Luther
187,36,"57,94",TorInge
187,37,"54,53",Zweq
187,38,"30,24",Jalli
187,39,"40,45",Totti
187,40,"1:24,23",Zweq
187,41,"39,17",TorInge
187,42,"47,60",TorInge
187,43,"57,64",TorInge
187,44,"11,53",Bokhylle
187,45,"32,62",Zweq
187,46,"55,34",Luther
187,47,"19,16",Stini
187,48,"46,35","Luther [IE]"
187,49,"38,67",Zweq
187,50,"53,85",TorInge
187,51,"43,19",Zweq
187,52,"25,01",TorInge
187,53,"17,26",deadnite
187,54,"1:29,55",psy
188,1,"14,07",Karlis
188,2,"15,21","as [RUS]"
188,3,"17,86",TomCat
188,4,"29,98",Tantal
188,5,"20,65",Karlis
188,6,"31,74",Karlis
188,7,"33,27",Cloud
188,8,"20,94",Zweq
188,9,"57,72",Zweq
188,10,"11,60",mr
188,11,"23,77",Zweq
188,12,"21,13",jx
188,13,"15,73",mr
188,14,"17,68",niktata
188,15,"52,44",Zweq
188,16,"1:26,54",TorInge
188,17,"54,79",Zweq
188,18,"44,51",Phillip
188,19,"37,17",milagros
188,20,"59,71",Zweq
188,21,"14,48",Karlis
188,22,"39,28",TorInge
188,23,"36,99",TorInge
188,24,"52,43",jx
188,25,"24,58",deadnite
188,26,"22,56",Jalli
188,27,"35,08",Zweq
188,28,"50,97",TorInge
188,29,"44,54",John
188,30,"32,98",Stini
188,31,"1:17,55",Zweq
188,32,"43,32",ANpDaD
188,33,"59,76",ramone
188,34,"36,62",Zweq
188,35,"2:19,55",Zweq
188,36,"57,94",TorInge
188,37,"54,53",Zweq
188,38,"29,70",Jalli
188,39,"40,45",Totti
188,40,"1:24,23",Zweq
188,41,"39,17",TorInge
188,42,"47,60",TorInge
188,43,"57,64",TorInge
188,44,"11,53",Bokhylle
188,45,"32,62",Zweq
188,46,"55,34",Luther
188,47,"19,16",Stini
188,48,"46,35","Luther [IE]"
188,49,"38,67",Zweq
188,50,"53,85",TorInge
188,51,"43,19",Zweq
188,52,"25,01",TorInge
188,53,"17,26",deadnite
188,54,"1:29,55",psy
189,1,"14,07",Karlis
189,2,"15,21","as [RUS]"
189,3,"17,86",TomCat
189,4,"29,98",Tantal
189,5,"20,57",ANpDaD
189,6,"31,74",Karlis
189,7,"33,27",Cloud
189,8,"20,94",Zweq
189,9,"57,72",Zweq
189,10,"11,60",mr
189,11,"23,77",Zweq
189,12,"21,13",jx
189,13,"15,73",mr
189,14,"17,68",niktata
189,15,"52,44",Zweq
189,16,"1:26,54",TorInge
189,17,"54,79",Zweq
189,18,"44,51",Phillip
189,19,"37,17",milagros
189,20,"59,71",Zweq
189,21,"14,48",Karlis
189,22,"39,28",TorInge
189,23,"36,99",TorInge
189,24,"52,43",jx
189,25,"24,58",deadnite
189,26,"22,56",Jalli
189,27,"35,08",Zweq
189,28,"50,97",TorInge
189,29,"44,54",John
189,30,"32,98",Stini
189,31,"1:17,55",Zweq
189,32,"43,32",ANpDaD
189,33,"59,54",Zweq
189,34,"36,62",Zweq
189,35,"2:18,03",Zweq
189,36,"57,94",TorInge
189,37,"54,53",Zweq
189,38,"29,70",Jalli
189,39,"40,45",Totti
189,40,"1:24,23",Zweq
189,41,"39,17",TorInge
189,42,"47,60",TorInge
189,43,"57,64",TorInge
189,44,"11,53",Bokhylle
189,45,"32,62",Zweq
189,46,"55,34",Luther
189,47,"19,16",Stini
189,48,"46,35","Luther [IE]"
189,49,"38,67",Zweq
189,50,"53,85",TorInge
