table,lev,lev_name,time,kuski
235,5,"Uphill Battle","20,13",John
235,6,"Long Haul","30,61",John
235,7,"Hi Flyer","33,07",TorInge
235,8,Tag,"20,84",TorInge
235,9,"Tunnel Terror","57,46",TorInge
235,10,"The Steppes","11,51",Dariuz
235,11,"Gravity Ride","23,11",TorInge
235,12,"Islands in the Sky","20,88",Karlis
235,13,"Hill Legend","15,13",Axxu
235,14,Loop-de-Loop,"17,68",niktata
235,15,"Serpents Tale","52,22",TorInge
235,16,"New Wave","1:26,54",TorInge
235,17,Labyrinth,"54,63",TorInge
235,18,Spiral,"44,51",Phillip
235,19,Turnaround,"36,79",Juzam
235,20,"Upside Down","59,57",TorInge
235,21,Hangman,"14,48",Karlis
235,22,Slalom,"38,96",TorInge
235,23,"Quick Round","36,21",TorInge
235,24,"Ramp Frenzy","51,08",TorInge
235,25,Precarious,"24,41",Raven
235,26,Circuitous,"22,29",John
235,27,"Shelf Life","34,83",TorInge
235,28,"Bounce Back","50,61",TorInge
235,29,Headbanger,"43,60",John
235,30,Pipe,"32,98",Stini
235,31,"Animal Farm","1:16,59",Memphis
235,32,"Steep Corner","43,09",Axxu
235,33,Zig-Zag,"58,18",TorInge
235,34,"Bumpy Journey","36,62",Zweq
235,35,"Labyrinth Pro","2:17,46",TorInge
235,36,"Fruit in the Den","57,58",TorInge
235,37,Jaws,"54,02",Luther
235,38,Curvaceous,"29,25",Jalli
235,39,Haircut,"39,63",Stini
235,40,"Double Trouble","1:23,57",Zweq
235,41,Framework,"39,08",TorInge
235,42,Enduro,"47,60",TorInge
235,43,"He He","56,96",TorInge
235,44,Freefall,"11,53",Bokhylle
235,45,Sink,"32,62",Zweq
235,46,Bowling,"54,29",Zweq
235,47,Enigma,"19,16",Stini
235,48,Downhill,"46,35","Luther [IE]"
235,49,"What the Heck","38,18",John
235,50,"Expert System","53,39",TorInge
235,51,"Tricks Abound","43,16",TorInge
235,52,"Hang Tight","24,85",TorInge
235,53,Hooked,"17,16",John
235,54,"Apple Harvest","1:26,90",TorInge
236,1,"Warm Up","14,05",Karlis
236,2,"Flat Track","15,13",Dariuz
236,3,"Twin Peaks","17,83",TorInge
236,4,"Over and Under","29,91",Axxu
236,5,"Uphill Battle","20,13",John
236,6,"Long Haul","30,61",John
236,7,"Hi Flyer","33,07",TorInge
236,8,Tag,"20,84",TorInge
236,9,"Tunnel Terror","57,46",TorInge
236,10,"The Steppes","11,51",Dariuz
236,11,"Gravity Ride","23,11",TorInge
236,12,"Islands in the Sky","20,88",Karlis
236,13,"Hill Legend","15,13",Axxu
236,14,Loop-de-Loop,"17,68",niktata
236,15,"Serpents Tale","52,22",TorInge
236,16,"New Wave","1:26,54",TorInge
236,17,Labyrinth,"54,63",TorInge
236,18,Spiral,"44,51",Phillip
236,19,Turnaround,"36,79",Juzam
236,20,"Upside Down","59,57",TorInge
236,21,Hangman,"14,48",Karlis
236,22,Slalom,"38,96",TorInge
236,23,"Quick Round","36,17",John
236,24,"Ramp Frenzy","51,08",TorInge
236,25,Precarious,"24,41",Raven
236,26,Circuitous,"22,29",John
236,27,"Shelf Life","34,83",TorInge
236,28,"Bounce Back","50,61",TorInge
236,29,Headbanger,"43,60",John
236,30,Pipe,"32,98",Stini
236,31,"Animal Farm","1:16,59",Memphis
236,32,"Steep Corner","43,09",Axxu
236,33,Zig-Zag,"58,18",TorInge
236,34,"Bumpy Journey","36,62",Zweq
236,35,"Labyrinth Pro","2:17,46",TorInge
236,36,"Fruit in the Den","57,58",TorInge
236,37,Jaws,"54,02",Luther
236,38,Curvaceous,"29,25",Jalli
236,39,Haircut,"39,63",Stini
236,40,"Double Trouble","1:23,57",Zweq
236,41,Framework,"38,78",John
236,42,Enduro,"47,60",TorInge
236,43,"He He","56,96",TorInge
236,44,Freefall,"11,53",Bokhylle
236,45,Sink,"32,62",Zweq
236,46,Bowling,"54,29",Zweq
236,47,Enigma,"19,16",Stini
236,48,Downhill,"46,35","Luther [IE]"
236,49,"What the Heck","38,18",John
236,50,"Expert System","53,39",TorInge
236,51,"Tricks Abound","43,16",TorInge
236,52,"Hang Tight","24,85",TorInge
236,53,Hooked,"17,16",John
236,54,"Apple Harvest","1:26,90",TorInge
237,1,"Warm Up","14,05",Karlis
237,2,"Flat Track","15,13",Dariuz
237,3,"Twin Peaks","17,83",TorInge
237,4,"Over and Under","29,91",Axxu
237,5,"Uphill Battle","20,11",Jarkko
237,6,"Long Haul","30,61",John
237,7,"Hi Flyer","33,07",TorInge
237,8,Tag,"20,84",TorInge
237,9,"Tunnel Terror","57,21",Zweq
237,10,"The Steppes","11,51",Dariuz
237,11,"Gravity Ride","23,11",TorInge
237,12,"Islands in the Sky","20,88",Karlis
237,13,"Hill Legend","15,13",Axxu
237,14,Loop-de-Loop,"17,68",niktata
237,15,"Serpents Tale","52,22",TorInge
237,16,"New Wave","1:26,54",TorInge
237,17,Labyrinth,"54,63",TorInge
237,18,Spiral,"44,51",Phillip
237,19,Turnaround,"36,79",Juzam
237,20,"Upside Down","59,26",John
237,21,Hangman,"14,48",Karlis
237,22,Slalom,"38,96",TorInge
237,23,"Quick Round","36,17",John
237,24,"Ramp Frenzy","51,08",TorInge
237,25,Precarious,"24,41",Raven
237,26,Circuitous,"22,29",John
237,27,"Shelf Life","34,83",TorInge
237,28,"Bounce Back","50,61",TorInge
237,29,Headbanger,"43,60",John
237,30,Pipe,"32,98",Stini
237,31,"Animal Farm","1:16,59",Memphis
237,32,"Steep Corner","43,09",Axxu
237,33,Zig-Zag,"58,18",TorInge
237,34,"Bumpy Journey","36,61",Luther
237,35,"Labyrinth Pro","2:17,46",TorInge
237,36,"Fruit in the Den","57,58",TorInge
237,37,Jaws,"54,02",Luther
237,38,Curvaceous,"29,25",Jalli
237,39,Haircut,"39,63",Stini
237,40,"Double Trouble","1:23,57",Zweq
237,41,Framework,"38,78",John
237,42,Enduro,"47,60",TorInge
237,43,"He He","56,96",TorInge
237,44,Freefall,"11,53",Bokhylle
237,45,Sink,"32,62",Zweq
237,46,Bowling,"54,29",Zweq
237,47,Enigma,"19,16",Stini
237,48,Downhill,"46,35","Luther [IE]"
237,49,"What the Heck","38,18",John
237,50,"Expert System","53,39",TorInge
237,51,"Tricks Abound","43,16",TorInge
237,52,"Hang Tight","24,85",TorInge
237,53,Hooked,"17,16",John
237,54,"Apple Harvest","1:26,90",TorInge
238,1,"Warm Up","14,05",Karlis
238,2,"Flat Track","15,13",Dariuz
238,3,"Twin Peaks","17,83",TorInge
238,4,"Over and Under","29,91",Axxu
238,5,"Uphill Battle","20,10",Jarkko
238,6,"Long Haul","30,61",John
238,7,"Hi Flyer","33,07",TorInge
238,8,Tag,"20,84",TorInge
238,9,"Tunnel Terror","56,93",Zweq
238,10,"The Steppes","11,51",Dariuz
238,11,"Gravity Ride","23,11",TorInge
238,12,"Islands in the Sky","20,81",Krus
238,13,"Hill Legend","15,13",Axxu
238,14,Loop-de-Loop,"17,68",niktata
238,15,"Serpents Tale","52,22",TorInge
238,16,"New Wave","1:26,40",Luther
238,17,Labyrinth,"54,60",John
238,18,Spiral,"44,51",Phillip
238,19,Turnaround,"36,79",Juzam
238,20,"Upside Down","59,26",John
238,21,Hangman,"14,48",Karlis
238,22,Slalom,"38,96",TorInge
238,23,"Quick Round","36,17",John
238,24,"Ramp Frenzy","51,08",TorInge
238,25,Precarious,"24,41",Raven
238,26,Circuitous,"22,29",John
238,27,"Shelf Life","34,83",TorInge
238,28,"Bounce Back","50,61",TorInge
238,29,Headbanger,"43,60",John
238,30,Pipe,"32,98",Stini
238,31,"Animal Farm","1:16,59",Memphis
238,32,"Steep Corner","43,09",Axxu
238,33,Zig-Zag,"58,18",TorInge
238,34,"Bumpy Journey","36,61",Luther
238,35,"Labyrinth Pro","2:17,46",TorInge
238,36,"Fruit in the Den","57,58",TorInge
238,37,Jaws,"53,88",Zweq
238,38,Curvaceous,"29,25",Jalli
238,39,Haircut,"39,63",Stini
238,40,"Double Trouble","1:23,57",Zweq
238,41,Framework,"38,78",John
238,42,Enduro,"47,60",TorInge
238,43,"He He","56,96",TorInge
238,44,Freefall,"11,53",Bokhylle
238,45,Sink,"32,62",Zweq
238,46,Bowling,"54,29",Zweq
238,47,Enigma,"19,16",Stini
238,48,Downhill,"46,35","Luther [IE]"
238,49,"What the Heck","38,18",John
238,50,"Expert System","53,39",TorInge
238,51,"Tricks Abound","43,16",TorInge
238,52,"Hang Tight","24,85",TorInge
238,53,Hooked,"17,16",John
238,54,"Apple Harvest","1:26,90",TorInge
239,1,"Warm Up","14,05",Karlis
239,2,"Flat Track","15,13",Dariuz
239,3,"Twin Peaks","17,83",TorInge
239,4,"Over and Under","29,91",Axxu
239,5,"Uphill Battle","20,02",Kuper
239,6,"Long Haul","30,61",John
239,7,"Hi Flyer","33,07",TorInge
239,8,Tag,"20,84",TorInge
239,9,"Tunnel Terror","56,93",Zweq
239,10,"The Steppes","11,51",Dariuz
239,11,"Gravity Ride","23,11",TorInge
239,12,"Islands in the Sky","20,81",Krus
239,13,"Hill Legend","15,13",Axxu
239,14,Loop-de-Loop,"17,68",niktata
239,15,"Serpents Tale","52,22",TorInge
239,16,"New Wave","1:26,40",Luther
239,17,Labyrinth,"54,60",John
239,18,Spiral,"44,51",Phillip
239,19,Turnaround,"36,79",Juzam
239,20,"Upside Down","59,26",John
239,21,Hangman,"14,48",Karlis
239,22,Slalom,"38,96",TorInge
239,23,"Quick Round","36,17",John
239,24,"Ramp Frenzy","51,08",TorInge
239,25,Precarious,"24,41",Raven
239,26,Circuitous,"22,29",John
239,27,"Shelf Life","34,83",TorInge
239,28,"Bounce Back","50,61",TorInge
239,29,Headbanger,"43,50",TorInge
239,30,Pipe,"32,98",Stini
239,31,"Animal Farm","1:16,59",Memphis
239,32,"Steep Corner","43,09",Axxu
239,33,Zig-Zag,"58,18",TorInge
239,34,"Bumpy Journey","36,61",Luther
239,35,"Labyrinth Pro","2:17,46",TorInge
239,36,"Fruit in the Den","57,58",TorInge
239,37,Jaws,"53,77",Zweq
239,38,Curvaceous,"29,25",Jalli
239,39,Haircut,"39,63",Stini
239,40,"Double Trouble","1:23,57",Zweq
239,41,Framework,"38,78",John
239,42,Enduro,"47,60",TorInge
239,43,"He He","56,96",TorInge
239,44,Freefall,"11,53",Bokhylle
239,45,Sink,"32,62",Zweq
239,46,Bowling,"54,29",Zweq
239,47,Enigma,"19,16",Stini
239,48,Downhill,"46,35","Luther [IE]"
239,49,"What the Heck","38,18",John
239,50,"Expert System","53,39",TorInge
239,51,"Tricks Abound","43,16",TorInge
239,52,"Hang Tight","24,85",TorInge
239,53,Hooked,"17,16",John
239,54,"Apple Harvest","1:26,90",TorInge
240,1,"Warm Up","14,05",Karlis
240,2,"Flat Track","15,13",Dariuz
240,3,"Twin Peaks","17,83",TorInge
240,4,"Over and Under","29,91",Axxu
240,5,"Uphill Battle","20,02",Kuper
240,6,"Long Haul","30,61",John
240,7,"Hi Flyer","33,07",TorInge
240,8,Tag,"20,84",TorInge
240,9,"Tunnel Terror","56,93",Zweq
240,10,"The Steppes","11,51",Dariuz
240,11,"Gravity Ride","23,11",TorInge
240,12,"Islands in the Sky","20,81",Krus
240,13,"Hill Legend","15,13",Axxu
240,14,Loop-de-Loop,"17,68",niktata
240,15,"Serpents Tale","52,22",TorInge
240,16,"New Wave","1:26,40",Luther
240,17,Labyrinth,"54,60",John
240,18,Spiral,"44,51",Phillip
240,19,Turnaround,"36,79",Juzam
240,20,"Upside Down","59,08",TorInge
240,21,Hangman,"14,48",Karlis
240,22,Slalom,"38,96",TorInge
240,23,"Quick Round","36,17",John
240,24,"Ramp Frenzy","51,08",TorInge
240,25,Precarious,"24,41",Raven
240,26,Circuitous,"22,29",John
240,27,"Shelf Life","34,83",TorInge
240,28,"Bounce Back","50,52",John
240,29,Headbanger,"43,50",TorInge
240,30,Pipe,"32,96",Tm
240,31,"Animal Farm","1:16,59",Memphis
240,32,"Steep Corner","43,00",Raven
240,33,Zig-Zag,"58,18",TorInge
240,34,"Bumpy Journey","36,61",Luther
240,35,"Labyrinth Pro","2:17,46",TorInge
240,36,"Fruit in the Den","57,58",TorInge
240,37,Jaws,"53,42",Zweq
240,38,Curvaceous,"29,25",Jalli
240,39,Haircut,"39,63",Stini
240,40,"Double Trouble","1:23,57",Zweq
240,41,Framework,"38,78",John
240,42,Enduro,"47,60",TorInge
240,43,"He He","56,96",TorInge
240,44,Freefall,"11,53",Bokhylle
240,45,Sink,"32,62",Zweq
240,46,Bowling,"54,29",Zweq
240,47,Enigma,"19,16",Stini
240,48,Downhill,"46,35","Luther [IE]"
240,49,"What the Heck","38,18",John
240,50,"Expert System","53,39",TorInge
240,51,"Tricks Abound","43,16",TorInge
240,52,"Hang Tight","24,85",TorInge
240,53,Hooked,"17,16",John
240,54,"Apple Harvest","1:26,90",TorInge
241,1,"Warm Up","14,05",Karlis
241,2,"Flat Track","15,13",Dariuz
241,3,"Twin Peaks","17,83",TorInge
241,4,"Over and Under","29,91",Axxu
241,5,"Uphill Battle","20,02",Kuper
241,6,"Long Haul","30,61",John
241,7,"Hi Flyer","33,07",TorInge
241,8,Tag,"20,84",TorInge
241,9,"Tunnel Terror","56,93",Zweq
241,10,"The Steppes","11,51",Dariuz
241,11,"Gravity Ride","23,11",TorInge
241,12,"Islands in the Sky","20,81",Krus
241,13,"Hill Legend","15,13",Axxu
241,14,Loop-de-Loop,"17,68",niktata
241,15,"Serpents Tale","52,22",TorInge
241,16,"New Wave","1:26,40",Luther
241,17,Labyrinth,"54,60",John
241,18,Spiral,"44,51",Phillip
241,19,Turnaround,"36,79",Juzam
241,20,"Upside Down","58,67",TorInge
241,21,Hangman,"14,48",Karlis
241,22,Slalom,"38,96",TorInge
241,23,"Quick Round","36,17",John
241,24,"Ramp Frenzy","51,08",TorInge
241,25,Precarious,"24,41",Raven
241,26,Circuitous,"22,29",John
241,27,"Shelf Life","34,83",TorInge
241,28,"Bounce Back","50,52",John
241,29,Headbanger,"43,50",TorInge
241,30,Pipe,"32,96",Tm
241,31,"Animal Farm","1:16,59",Memphis
241,32,"Steep Corner","43,00",Raven
241,33,Zig-Zag,"58,18",TorInge
241,34,"Bumpy Journey","36,61",Luther
241,35,"Labyrinth Pro","2:17,46",TorInge
241,36,"Fruit in the Den","57,58",TorInge
241,37,Jaws,"53,42",Zweq
241,38,Curvaceous,"29,25",Jalli
241,39,Haircut,"39,63",Stini
241,40,"Double Trouble","1:23,57",Zweq
241,41,Framework,"38,78",John
241,42,Enduro,"47,60",TorInge
241,43,"He He","56,96",TorInge
241,44,Freefall,"11,53",Bokhylle
241,45,Sink,"32,62",Zweq
241,46,Bowling,"54,29",Zweq
241,47,Enigma,"19,16",Stini
241,48,Downhill,"46,35","Luther [IE]"
241,49,"What the Heck","38,18",John
241,50,"Expert System","53,39",TorInge
241,51,"Tricks Abound","43,16",TorInge
241,52,"Hang Tight","24,85",TorInge
241,53,Hooked,"17,16",John
241,54,"Apple Harvest","1:26,90",TorInge
242,1,"Warm Up","14,05",Karlis
242,2,"Flat Track","15,13",Dariuz
242,3,"Twin Peaks","17,83",TorInge
242,4,"Over and Under","29,91",Axxu
242,5,"Uphill Battle","20,00",Jarkko
242,6,"Long Haul","30,61",John
242,7,"Hi Flyer","33,07",TorInge
242,8,Tag,"20,84",TorInge
242,9,"Tunnel Terror","56,93",Zweq
242,10,"The Steppes","11,51",Dariuz
242,11,"Gravity Ride","23,11",TorInge
242,12,"Islands in the Sky","20,81",Krus
242,13,"Hill Legend","15,13",Axxu
242,14,Loop-de-Loop,"17,68",niktata
242,15,"Serpents Tale","52,22",TorInge
242,16,"New Wave","1:26,40",Luther
242,17,Labyrinth,"54,60",John
242,18,Spiral,"44,51",Phillip
242,19,Turnaround,"36,79",Juzam
242,20,"Upside Down","58,67",TorInge
242,21,Hangman,"14,48",Karlis
242,22,Slalom,"38,96",TorInge
242,23,"Quick Round","36,17",John
242,24,"Ramp Frenzy","51,08",TorInge
242,25,Precarious,"24,41",Raven
242,26,Circuitous,"22,29",John
242,27,"Shelf Life","34,83",TorInge
242,28,"Bounce Back","50,52",John
242,29,Headbanger,"43,50",TorInge
242,30,Pipe,"32,96",Tm
242,31,"Animal Farm","1:16,59",Memphis
242,32,"Steep Corner","43,00",Raven
242,33,Zig-Zag,"58,18",TorInge
242,34,"Bumpy Journey","36,61",Luther
242,35,"Labyrinth Pro","2:17,46",TorInge
242,36,"Fruit in the Den","57,58",TorInge
242,37,Jaws,"53,42",Zweq
242,38,Curvaceous,"29,25",Jalli
242,39,Haircut,"39,63",Stini
242,40,"Double Trouble","1:23,57",Zweq
242,41,Framework,"38,78",John
242,42,Enduro,"47,60",TorInge
242,43,"He He","56,96",TorInge
242,44,Freefall,"11,53",Bokhylle
242,45,Sink,"32,62",Zweq
242,46,Bowling,"54,29",Zweq
242,47,Enigma,"19,16",Stini
242,48,Downhill,"46,35","Luther [IE]"
242,49,"What the Heck","38,18",John
242,50,"Expert System","53,39",TorInge
242,51,"Tricks Abound","43,16",TorInge
242,52,"Hang Tight","24,85",TorInge
242,53,Hooked,"17,16",John
242,54,"Apple Harvest","1:26,90",TorInge
243,1,"Warm Up","14,05",Karlis
243,2,"Flat Track","15,13",Dariuz
243,3,"Twin Peaks","17,83",TorInge
243,4,"Over and Under","29,91",Axxu
243,5,"Uphill Battle","20,00",Jarkko
243,6,"Long Haul","30,61",John
243,7,"Hi Flyer","33,07",TorInge
243,8,Tag,"20,84",TorInge
243,9,"Tunnel Terror","56,93",Zweq
243,10,"The Steppes","11,51",Dariuz
243,11,"Gravity Ride","23,11",TorInge
243,12,"Islands in the Sky","20,81",Krus
243,13,"Hill Legend","15,13",Axxu
243,14,Loop-de-Loop,"17,68",niktata
243,15,"Serpents Tale","52,22",TorInge
243,16,"New Wave","1:26,40",Luther
243,17,Labyrinth,"54,60",John
243,18,Spiral,"44,51",Phillip
243,19,Turnaround,"36,79",Juzam
243,20,"Upside Down","58,67",TorInge
243,21,Hangman,"14,48",Karlis
243,22,Slalom,"38,96",TorInge
243,23,"Quick Round","36,17",John
243,24,"Ramp Frenzy","51,08",TorInge
243,25,Precarious,"24,41",Raven
243,26,Circuitous,"22,29",John
243,27,"Shelf Life","34,81",mr
243,28,"Bounce Back","50,52",John
243,29,Headbanger,"43,50",TorInge
243,30,Pipe,"32,96",Tm
243,31,"Animal Farm","1:16,59",Memphis
243,32,"Steep Corner","43,00",Raven
243,33,Zig-Zag,"58,18",TorInge
243,34,"Bumpy Journey","36,61",Luther
243,35,"Labyrinth Pro","2:17,46",TorInge
243,36,"Fruit in the Den","57,58",TorInge
243,37,Jaws,"53,42",Zweq
243,38,Curvaceous,"29,25",Jalli
243,39,Haircut,"39,63",Stini
243,40,"Double Trouble","1:23,57",Zweq
243,41,Framework,"38,78",John
243,42,Enduro,"47,60",TorInge
243,43,"He He","56,96",TorInge
243,44,Freefall,"11,53",Bokhylle
243,45,Sink,"32,62",Zweq
243,46,Bowling,"54,29",Zweq
243,47,Enigma,"19,16",Stini
243,48,Downhill,"46,35","Luther [IE]"
243,49,"What the Heck","38,18",John
243,50,"Expert System","53,39",TorInge
243,51,"Tricks Abound","43,16",TorInge
243,52,"Hang Tight","24,85",TorInge
243,53,Hooked,"17,14",TorInge
243,54,"Apple Harvest","1:26,90",TorInge
244,1,"Warm Up","14,05",Karlis
244,2,"Flat Track","15,13",Dariuz
244,3,"Twin Peaks","17,83",TorInge
244,4,"Over and Under","29,91",Axxu
244,5,"Uphill Battle","19,98",Jarkko
244,6,"Long Haul","30,61",John
244,7,"Hi Flyer","33,07",TorInge
244,8,Tag,"20,84",TorInge
244,9,"Tunnel Terror","56,93",Zweq
244,10,"The Steppes","11,51",Dariuz
244,11,"Gravity Ride","23,11",TorInge
244,12,"Islands in the Sky","20,81",Krus
244,13,"Hill Legend","15,13",Axxu
244,14,Loop-de-Loop,"17,68",niktata
244,15,"Serpents Tale","52,22",TorInge
244,16,"New Wave","1:26,40",Luther
244,17,Labyrinth,"54,60",John
244,18,Spiral,"44,51",Phillip
244,19,Turnaround,"36,79",Juzam
244,20,"Upside Down","58,67",TorInge
244,21,Hangman,"14,48",Karlis
244,22,Slalom,"38,96",TorInge
244,23,"Quick Round","36,17",John
244,24,"Ramp Frenzy","51,08",TorInge
244,25,Precarious,"24,41",Raven
244,26,Circuitous,"22,25",Jalli
244,27,"Shelf Life","34,81",mr
244,28,"Bounce Back","50,52",John
244,29,Headbanger,"43,50",TorInge
244,30,Pipe,"32,96",Tm
244,31,"Animal Farm","1:16,59",Memphis
244,32,"Steep Corner","43,00",Raven
244,33,Zig-Zag,"58,18",TorInge
244,34,"Bumpy Journey","36,61",Luther
244,35,"Labyrinth Pro","2:17,46",TorInge
244,36,"Fruit in the Den","57,58",TorInge
244,37,Jaws,"53,42",Zweq
244,38,Curvaceous,"29,25",Jalli
244,39,Haircut,"39,63",Stini
244,40,"Double Trouble","1:23,57",Zweq
244,41,Framework,"38,78",John
244,42,Enduro,"47,60",TorInge
244,43,"He He","56,96",TorInge
244,44,Freefall,"11,53",Bokhylle
244,45,Sink,"32,62",Zweq
244,46,Bowling,"54,29",Zweq
244,47,Enigma,"19,16",Stini
244,48,Downhill,"46,35","Luther [IE]"
244,49,"What the Heck","38,18",John
244,50,"Expert System","53,39",TorInge
244,51,"Tricks Abound","43,16",TorInge
244,52,"Hang Tight","24,85",TorInge
244,53,Hooked,"17,14",TorInge
244,54,"Apple Harvest","1:26,90",TorInge
245,1,"Warm Up","14,05",Karlis
245,2,"Flat Track","15,13",Dariuz
245,3,"Twin Peaks","17,83",TorInge
245,4,"Over and Under","29,91",Axxu
245,5,"Uphill Battle","19,98",Jarkko
245,6,"Long Haul","30,61",John
245,7,"Hi Flyer","33,07",TorInge
245,8,Tag,"20,84",TorInge
245,9,"Tunnel Terror","56,93",Zweq
245,10,"The Steppes","11,51",Dariuz
245,11,"Gravity Ride","23,11",TorInge
245,12,"Islands in the Sky","20,80",Krus
245,13,"Hill Legend","15,13",Axxu
245,14,Loop-de-Loop,"17,68",niktata
245,15,"Serpents Tale","52,22",TorInge
245,16,"New Wave","1:26,40",Luther
245,17,Labyrinth,"54,60",John
245,18,Spiral,"44,51",Phillip
245,19,Turnaround,"36,79",Juzam
245,20,"Upside Down","58,67",TorInge
245,21,Hangman,"14,48",Karlis
245,22,Slalom,"38,96",TorInge
245,23,"Quick Round","36,17",John
245,24,"Ramp Frenzy","51,08",TorInge
245,25,Precarious,"24,41",Raven
245,26,Circuitous,"22,25",Jalli
245,27,"Shelf Life","34,81",mr
245,28,"Bounce Back","50,52",John
245,29,Headbanger,"43,50",TorInge
245,30,Pipe,"32,96",Tm
245,31,"Animal Farm","1:16,04","Xiphias [AT]"
245,32,"Steep Corner","43,00",Raven
245,33,Zig-Zag,"58,18",TorInge
245,34,"Bumpy Journey","36,61",Luther
245,35,"Labyrinth Pro","2:17,46",TorInge
245,36,"Fruit in the Den","57,58",TorInge
245,37,Jaws,"53,42",Zweq
245,38,Curvaceous,"29,25",Jalli
245,39,Haircut,"39,63",Stini
245,40,"Double Trouble","1:23,57",Zweq
245,41,Framework,"38,78",John
245,42,Enduro,"47,60",TorInge
245,43,"He He","56,96",TorInge
245,44,Freefall,"11,53",Bokhylle
245,45,Sink,"32,62",Zweq
245,46,Bowling,"54,29",Zweq
245,47,Enigma,"19,16",Stini
245,48,Downhill,"46,35","Luther [IE]"
245,49,"What the Heck","38,18",John
245,50,"Expert System","53,39",TorInge
245,51,"Tricks Abound","42,97",John
245,52,"Hang Tight","24,85",TorInge
245,53,Hooked,"17,14",TorInge
245,54,"Apple Harvest","1:26,90",TorInge
246,1,"Warm Up","14,05",Karlis
246,2,"Flat Track","15,13",Dariuz
246,3,"Twin Peaks","17,83",TorInge
246,4,"Over and Under","29,91",Axxu
246,5,"Uphill Battle","19,98",Jarkko
246,6,"Long Haul","30,61",John
246,7,"Hi Flyer","33,07",TorInge
246,8,Tag,"20,84",TorInge
246,9,"Tunnel Terror","56,93",Zweq
246,10,"The Steppes","11,51",Dariuz
246,11,"Gravity Ride","23,11",TorInge
246,12,"Islands in the Sky","20,80",Krus
246,13,"Hill Legend","15,13",Axxu
246,14,Loop-de-Loop,"17,68",niktata
246,15,"Serpents Tale","52,22",TorInge
246,16,"New Wave","1:26,40",Luther
246,17,Labyrinth,"54,60",John
246,18,Spiral,"44,51",Phillip
246,19,Turnaround,"36,73",milagros
246,20,"Upside Down","58,67",TorInge
246,21,Hangman,"14,48",Karlis
246,22,Slalom,"38,96",TorInge
246,23,"Quick Round","36,17",John
246,24,"Ramp Frenzy","51,08",TorInge
246,25,Precarious,"24,41",Raven
246,26,Circuitous,"22,25",Jalli
246,27,"Shelf Life","34,81",mr
246,28,"Bounce Back","50,52",John
246,29,Headbanger,"43,50",TorInge
246,30,Pipe,"32,96",Tm
246,31,"Animal Farm","1:16,04","Xiphias [AT]"
246,32,"Steep Corner","43,00",Raven
246,33,Zig-Zag,"58,18",TorInge
246,34,"Bumpy Journey","36,61",Luther
246,35,"Labyrinth Pro","2:17,46",TorInge
246,36,"Fruit in the Den","57,58",TorInge
246,37,Jaws,"53,42",Zweq
246,38,Curvaceous,"29,25",Jalli
246,39,Haircut,"39,63",Stini
246,40,"Double Trouble","1:23,57",Zweq
246,41,Framework,"38,78",John
246,42,Enduro,"47,58",John
246,43,"He He","56,96",TorInge
246,44,Freefall,"11,53",Bokhylle
246,45,Sink,"32,62",Zweq
246,46,Bowling,"54,29",Zweq
246,47,Enigma,"19,16",Stini
246,48,Downhill,"46,35","Luther [IE]"
246,49,"What the Heck","38,18",John
246,50,"Expert System","53,39",TorInge
246,51,"Tricks Abound","42,97",John
246,52,"Hang Tight","24,85",TorInge
246,53,Hooked,"17,14",TorInge
246,54,"Apple Harvest","1:26,24",John
247,1,"Warm Up","14,05",Karlis
247,2,"Flat Track","15,13",Dariuz
247,3,"Twin Peaks","17,83",TorInge
247,4,"Over and Under","29,91",Axxu
247,5,"Uphill Battle","19,98",Jarkko
247,6,"Long Haul","30,61",John
247,7,"Hi Flyer","33,07",TorInge
247,8,Tag,"20,84",TorInge
247,9,"Tunnel Terror","56,93",Zweq
247,10,"The Steppes","11,51",Dariuz
247,11,"Gravity Ride","23,11",TorInge
247,12,"Islands in the Sky","20,80",Krus
247,13,"Hill Legend","15,13",Axxu
247,14,Loop-de-Loop,"17,63",TorInge
247,15,"Serpents Tale","52,22",TorInge
247,16,"New Wave","1:26,40",Luther
247,17,Labyrinth,"54,37",TorInge
247,18,Spiral,"44,51",Phillip
247,19,Turnaround,"36,73",milagros
247,20,"Upside Down","58,67",TorInge
247,21,Hangman,"14,48",Karlis
247,22,Slalom,"38,96",TorInge
247,23,"Quick Round","36,17",John
247,24,"Ramp Frenzy","51,08",TorInge
247,25,Precarious,"24,41",Raven
247,26,Circuitous,"22,16",Jalli
247,27,"Shelf Life","34,81",mr
247,28,"Bounce Back","50,52",John
247,29,Headbanger,"43,50",TorInge
247,30,Pipe,"32,96",Tm
247,31,"Animal Farm","1:16,04","Xiphias [AT]"
247,32,"Steep Corner","43,00",Raven
247,33,Zig-Zag,"58,18",TorInge
247,34,"Bumpy Journey","36,61",Luther
247,35,"Labyrinth Pro","2:16,82",TorInge
247,36,"Fruit in the Den","57,58",TorInge
247,37,Jaws,"53,42",Zweq
247,38,Curvaceous,"29,25",Jalli
247,39,Haircut,"39,63",Stini
247,40,"Double Trouble","1:23,57",Zweq
247,41,Framework,"38,78",John
247,42,Enduro,"47,53",TorInge
247,43,"He He","56,87",John
247,44,Freefall,"11,53",Bokhylle
247,45,Sink,"32,62",Zweq
247,46,Bowling,"54,29",Zweq
